Id,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions
1204,BMW,740Ld xDRIVE SEDAN,FULL-SIZE,3.0,6,AS8,D,10.2,7.1,8.8,32,238
2651,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252
3798,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170
3584,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248
4749,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.4,10.6,12.7,22,297
6674,CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,X,11.3,8.9,10.2,28,238
3258,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40,165
1049,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,10.0,6.9,8.6,33,198
4253,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.6,12.8,17.1,17,401
7346,TOYOTA,RAV4 AWD TRD Off-Road,SUV - SMALL,2.5,4,AS8,X,9.5,7.5,8.6,33,200
6739,CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327
291,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,14.1,9.5,12.0,24,276
7187,MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3.0,6,A9,Z,11.3,7.9,9.8,29,213
2808,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.1,10.5,27,248
7345,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,9.2,7.1,8.2,34,194
2242,AUDI,Q3,COMPACT,2.0,4,AS6,Z,12.0,8.2,10.3,27,242
5309,PORSCHE,CAYMAN,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219
3113,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.7,9.2,11.1,25,260
6660,CADILLAC,CT5 AWD,MID-SIZE,2.0,4,AS10,Z,11.0,7.7,9.5,30,221
3980,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,10.7,8.5,9.7,29,226
3602,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
3344,AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.5,8.2,10.0,28,238
1093,AUDI,A3 TDI (modified),SUBCOMPACT,2.0,4,AM6,D,7.6,5.5,6.5,43,177
2431,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235
5658,CHEVROLET,Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,A6,X,16.3,12.9,14.8,19,347
5188,MINI,COOPER COUNTRYMAN ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215
5458,ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11.0,26,261
3112,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.5,9.0,10.9,26,257
5675,CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.2,19.0,15,317
1785,LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS6,X,12.4,9.0,10.9,26,251
4935,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296
1624,INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,12.4,8.7,10.7,26,246
5708,DODGE,Charger FFV,FULL-SIZE,3.6,6,A5,X,13.7,9.0,11.6,24,271
5943,HYUNDAI,Sonata SE,FULL-SIZE,2.4,4,AS6,X,9.2,6.8,8.1,35,190
4170,NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.9,6.8,7.9,36,186
4730,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.2,13.1,22,308
1462,FORD,EXPLORER AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,13.0,22,299
4817,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,10.0,12.2,23,288
4679,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,10.0,12.4,23,292
2216,ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
5410,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.2,16.3,17,383
1598,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.6,9.6,12.3,23,283
1683,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
1141,AUDI,S7,MID-SIZE,4.0,8,AM7,Z,14.0,8.7,11.7,24,269
3077,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,8.5,7.2,7.9,36,186
6030,KIA,Optima Hybrid,MID-SIZE,2.0,4,AM6,X,6.1,5.2,5.7,50,133
6626,BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.0,8.2,9.2,31,215
2157,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,Z,9.5,7.2,8.5,33,196
4012,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16.1,10.8,13.8,20,321
934,SCION,FR-S,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,193
3518,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,11.0,13.6,21,223
1513,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.4,11.3,14.7,19,235
5713,DODGE,Charger (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
4559,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.8,11.3,25,266
3289,VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,233
995,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.0,7.6,8.9,32,205
2135,TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9.0,10.9,26,251
2552,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183
579,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31,209
2079,SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV6,X,8.5,6.4,7.6,37,175
6687,CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273
4806,GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22,306
5689,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
5314,PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249
2162,VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4,M6,D,7.6,5.5,6.7,42,179
2465,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,6.7,8.3,34,195
3763,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,11.0,7.5,9.4,30,221
5956,INFINITI,Q50 AWD Red Sport,MID-SIZE,3.0,6,AS7,Z,12.5,9.3,11.1,25,261
1948,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.3,7.4,9.0,31,207
6270,NISSAN,Altima AWD,MID-SIZE,2.5,4,AV,X,9.1,6.5,7.9,36,186
2197,VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,13.0,9.4,11.4,25,262
6400,ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388
1094,AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,9.8,7.2,8.6,33,198
3221,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,7.9,6.1,7.1,40,166
1065,VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,13.0,8.9,11.2,25,258
4252,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.7,17.1,17,400
229,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,11.3,7.5,9.6,29,221
4024,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38,175
7018,JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
5451,VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,11.4,8.7,10.2,28,240
1933,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.8,7.1,8.6,33,198
1726,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,X,10.8,7.4,9.3,30,214
5388,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,251
871,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8,8.5,10.3,27,237
5923,HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
713,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,M6,X,8.2,5.9,7.2,39,166
2915,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.7,8.2,8.0,35,186
419,FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.4,9.4,12.7,22,292
1028,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,A6,Z,10.3,8.1,9.3,30,214
1214,BMW,ALPINA B7 xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
4759,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,21.4,17.2,19.5,14,325
5862,GMC,Sierra LTD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.8,11.4,13.8,20,325
4191,NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,16.0,12.0,14.2,20,333
6014,JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230
2012,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
1652,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
6415,SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.6,9.6,11.2,25,256
5615,CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,297
3422,BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
532,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283
2078,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6,29,221
1238,BMW,X3 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,12.7,8.8,10.9,26,251
3305,VOLVO,XC60 T6,SUV - SMALL,2.0,4,AS8,Z,11.0,8.1,9.7,29,226
6617,BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,AS8,Z,13.6,9.3,11.7,24,273
760,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,13.4,10.2,12.0,24,324
7042,KIA,Niro FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110
2310,BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
5990,JAGUAR,XJL Portfolio AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,9.4,11.9,24,280
3517,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,11.0,7.5,9.4,30,221
4314,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300
5416,VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,X,13.7,10.1,12.1,23,282
6972,INFINITI,Q50 AWD Red Sport,MID-SIZE,3.0,6,AS7,Z,12.5,9.3,11.1,25,261
4644,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
624,KIA,SEDONA,MINIVAN,3.5,6,A6,X,13.7,9.9,12.0,24,276
5387,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243
6539,AUDI,Q3 quattro,SUV - SMALL,2.0,4,AS8,X,12.3,8.6,10.6,27,248
1679,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
3988,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,14.0,9.5,12.0,24,281
6529,AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM7,Z,10.0,7.4,8.8,32,206
5207,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,MID-SIZE,2.0,4,M6,Z,11.5,8.0,9.9,29,232
5179,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,9.6,7.4,8.6,33,202
4163,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.7,12.8,22,300
3355,AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.5,11.2,14.1,20,330
656,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,18.0,12.2,15.4,18,354
2163,VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,9.3,6.3,7.9,36,182
4232,PORSCHE,MACAN,SUV - SMALL,2.0,4,A7,Z,11.6,9.3,10.6,27,248
757,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,11.0,13.5,21,310
1865,MERCEDES-BENZ,ML 400 4MATIC,SUV - STANDARD,3.0,6,AS7,Z,13.3,10.4,12.0,24,276
6986,JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
4334,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.6,8.0,9.4,30,220
5357,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.5,7.5,38,176
2384,CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS8,Z,13.0,9.0,11.2,25,263
5351,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M6,X,10.5,8.1,9.4,30,220
2658,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.0,9.2,11.3,25,265
564,JAGUAR,XK COUPE,MINICOMPACT,5.0,8,AS6,Z,14.8,9.9,12.6,22,290
272,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.8,8.1,35,186
6899,GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298
5069,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
3294,VOLVO,S60 3.0T AWD,COMPACT,3.0,6,AS6,X,13.0,9.0,11.2,25,259
6514,ALFA ROMEO,Giulia,MID-SIZE,2.0,4,A8,Z,10.0,7.2,8.7,32,205
6853,GMC,Acadia,SUV - STANDARD,2.0,4,A9,X,11.0,8.3,9.8,29,225
2453,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,16,301
3329,ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.5,11.4,14.7,19,345
6897,GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
4571,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.7,5.0,6.5,43,175
4333,VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Z,10.9,7.7,9.4,30,220
5472,ALFA ROMEO,Stelvio AWD,SUV - SMALL,2.0,4,A8,Z,10.8,8.3,9.6,29,226
3802,HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36,181
1777,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.8,9.9,29,228
412,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,7.0,8.9,32,205
7125,MASERATI,Ghibli S Q4,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,22,295
3430,BMW,M6,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
4711,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.5,10.6,12.7,22,299
2866,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,X,9.8,7.5,8.8,32,208
26,AUDI,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Z,12.0,8.1,10.2,28,235
6734,CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
6800,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.8,17.6,16,293
2239,AUDI,A8 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,34,224
1698,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.0,9.8,29,225
3561,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
7126,MASERATI,Levante,SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,21,324
1888,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.5,6.3,7.5,38,172
6675,CHEVROLET,Blazer AWD,SUV - SMALL,2.0,4,A9,X,11.3,8.7,10.1,28,232
7111,LEXUS,UX 250h AWD,COMPACT,2.0,4,AV6,X,5.7,6.2,6.0,47,140
6559,BENTLEY,Bentayga,SUV - STANDARD,4.0,8,AS8,Z,16.4,10.1,13.6,21,315
4242,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300
1223,BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,14.1,9.0,11.8,24,271
6538,AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,15.4,10.4,13.2,21,308
7253,PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3.0,6,AM8,Z,13.1,10.2,11.8,24,277
4848,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,17.2,16,285
3599,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
6370,PORSCHE,Panamera 4S ST,FULL-SIZE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273
1218,BMW,M235i COUPE,SUBCOMPACT,3.0,6,M6,Z,11.9,8.5,10.4,27,239
385,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15.0,11.4,13.4,21,308
270,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,12.6,22,290
5319,PORSCHE,MACAN TURBO KIT,SUV - SMALL,3.6,6,A7,Z,14.1,10.1,12.3,23,286
7323,TOYOTA,Camry AWD LE/SE,MID-SIZE,2.5,4,AS8,X,9.3,6.8,8.2,34,190
5531,BMW,750i xDrive,FULL-SIZE,4.4,8,AS8,Z,13.3,9.2,11.5,25,269
4193,NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180
6580,BMW,530i xDrive Sedan,MID-SIZE,2.0,4,AS8,Z,9.9,7.5,8.8,32,206
418,FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,X,13.3,9.3,11.5,25,264
4528,CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,X,12.1,8.6,10.5,27,247
2290,BMW,428i GRAN COUPE,COMPACT,2.0,4,M6,Z,10.9,6.8,9.0,31,210
6749,DODGE,Challenger,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
3653,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.2,9.3,10.9,26,256
5094,MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9.0,31,208
4904,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,11.3,25,265
1714,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.7,7.1,8.6,33,198
393,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37,175
6000,JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2.0,4,A9,X,11.8,9.2,10.6,27,249
345,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,19.3,14.7,17.2,16,396
5227,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,17.5,12.8,15.4,18,362
694,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,347
162,CADILLAC,CTS COUPE,MID-SIZE,3.6,6,AS6,X,13.2,8.7,11.2,25,258
2055,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25,262
7092,LEXUS,IS 300,COMPACT,2.0,4,AS8,Z,11.0,7.6,9.5,30,220
4195,PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,28,237
3041,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9.0,31,212
1041,VOLKSWAGEN,JETTA,COMPACT,2.0,4,A6,X,10.6,8.0,9.4,30,216
4760,FORD,F-150 RAPTOR 4WD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339
5769,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.4,14.0,17.5,16,291
3482,CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.9,8.9,11.1,25,260
4445,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,D,7.8,5.9,7.0,40,184
4361,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,10.8,7.8,9.4,30,220
1667,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230
3666,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.5,11.2,12.5,23,293
4474,BMW,M2,SUBCOMPACT,3.0,6,AM7,Z,11.8,8.9,10.5,27,245
2994,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.9,8.2,10.2,28,240
1018,TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.8,6.3,7.1,40,163
7099,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,19.2,14.3,16.9,17,395
4968,JEEP,COMPASS,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9.0,31,211
1616,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
4573,CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,AS6,X,8.1,6.2,7.3,39,172
6161,MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6,A9,Z,11.2,8.3,9.9,29,232
4738,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,9.8,11.6,24,272
4145,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.8,8.1,9.0,31,211
5474,ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8,A8,Z,13.0,9.8,11.5,25,271
816,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31,207
6721,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.0,12.0,13.7,21,321
5053,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,12.8,15.8,18,371
6432,TOYOTA,Corolla,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.6,37,178
1766,LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
1636,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.2,8.9,10.7,26,246
6268,NISSAN,Altima SR/Platinum,MID-SIZE,2.0,4,AV,X,9.1,6.9,8.1,35,190
4787,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS10,X,11.8,8.2,10.2,28,238
5502,AUDI,S5,SUBCOMPACT,3.0,6,AS8,Z,11.3,8.0,9.8,29,230
2700,HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,8.6,6.4,7.6,37,177
537,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
1931,MITSUBISHI,LANCER RALLIART,COMPACT,2.0,4,AM6,Z,13.4,9.4,11.6,24,267
157,CADILLAC,ATS,COMPACT,2.0,4,M6,Z,12.1,7.9,10.2,28,235
4409,AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,15.1,9.1,12.4,23,290
4211,PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246
3858,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,9.5,8.6,9.1,31,214
2261,AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30,222
6136,MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,183
4077,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.0,6,AS7,Z,11.5,8.1,10.0,28,233
4782,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.1,10.1,28,236
1536,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,274
6426,TOYOTA,Camry,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9.0,31,210
448,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,21.9,15.0,18.8,15,432
3799,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
4667,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248
